,County,State,similarity_index,
1074,"Lincoln, ID",IDAHO,0.860324533,
1075,"HoodRiver, OR",OREGON,0.860324018,
1076,"Paulding, GA",GEORGIA,0.860275125,
1077,"Hampshire, MA",MASSACHUSETTS,0.860274021,
1078,"Winston, MS",MISSISSIPPI,0.860227477,
1079,"GraysHarbor, WA",WASHINGTON,0.860220501,
1080,"LaPlata, CO",COLORADO,0.860217271,
1081,"Trinity, TX",TEXAS,0.860216175,
1082,"Fremont, CO",COLORADO,0.860200077,
1083,"Hardin, KY",KENTUCKY,0.860164127,
1084,"Texas, OK",OKLAHOMA,0.860155914,
1085,"Sutton, TX",TEXAS,0.86011472,
1086,"Cass, ND",NORTHDAKOTA,0.860032559,
1087,"Vigo, IN",INDIANA,0.860021023,
1088,"ElDorado, CA",CALIFORNIA,0.859936933,
1089,"Berkeley, WV",WESTVIRGINIA,0.859936567,
1090,"Jackson, NC",NORTHCAROLINA,0.859933391,
1091,"Lyon, MN",MINNESOTA,0.859911696,
1092,"Kimble, TX",TEXAS,0.859864744,
1093,"Placer, CA",CALIFORNIA,0.859843776,
1094,"Jefferson, NY",NEWYORK,0.859827983,
1095,"McIntosh, GA",GEORGIA,0.859806848,
1096,"Tyrrell, NC",NORTHCAROLINA,0.859776196,
1097,"Beckham, OK",OKLAHOMA,0.859701099,
1098,"Union, FL",FLORIDA,0.859673903,
1099,"Lake, OR",OREGON,0.859668017,
1100,"Ellis, TX",TEXAS,0.859658357,
1101,"Jones, GA",GEORGIA,0.859627768,
1102,"Shelby, AL",ALABAMA,0.859599235,
1103,"Pawnee, OK",OKLAHOMA,0.859583934,
1104,"LaPorte, IN",INDIANA,0.859552426,
1105,"Collin, TX",TEXAS,0.85953004,
1106,"Lancaster, PA",PENNSYLVANIA,0.859493605,
1107,"Stanly, NC",NORTHCAROLINA,0.859447322,
1108,"Leake, MS",MISSISSIPPI,0.859409346,
1109,"Fayette, TX",TEXAS,0.859376252,
1110,"Massac, IL",ILLINOIS,0.859370659,
1111,"Greer, OK",OKLAHOMA,0.85924226,
1112,"Moore, TX",TEXAS,0.859200024,
1113,"Boyle, KY",KENTUCKY,0.859190474,
1114,"Gaines, TX",TEXAS,0.859175965,
1115,"Snohomish, WA",WASHINGTON,0.859126905,
1116,"Terrell, TX",TEXAS,0.859096907,
1117,"Coal, OK",OKLAHOMA,0.859091801,
1118,"Winkler, TX",TEXAS,0.859034782,
1119,"Crawford, AR",ARKANSAS,0.859033984,
1120,"Lafayette, MS",MISSISSIPPI,0.85901213,
1121,"Uintah, UT",UTAH,0.858967534,
1122,"Coahoma, MS",MISSISSIPPI,0.858902325,
1123,"Cabell, WV",WESTVIRGINIA,0.858894308,
1124,"Newton, MO",MISSOURI,0.858809076,
1125,"Davidson, NC",NORTHCAROLINA,0.858808804,
1126,"Charlton, GA",GEORGIA,0.858783471,
1127,"Cloud, KS",KANSAS,0.858756994,
1128,"Stafford, KS",KANSAS,0.858736099,
1129,"Larimer, CO",COLORADO,0.858717391,
1130,"Jefferson, CO",COLORADO,0.858707918,
1131,"Cooke, TX",TEXAS,0.858681532,
1132,"Garfield, CO",COLORADO,0.858639324,
1133,"Madison, IL",ILLINOIS,0.858597215,
1134,"Pondera, MT",MONTANA,0.858590925,
1135,"Saluda, SC",SOUTHCAROLINA,0.858515542,
1136,"Calhoun, FL",FLORIDA,0.858480513,
1137,"Jenkins, GA",GEORGIA,0.858439627,
1138,"Wilson, TX",TEXAS,0.858435699,
1139,"Wayne, MS",MISSISSIPPI,0.858433009,
1140,"Storey, NV",NEVADA,0.858365875,
1141,"Washington, UT",UTAH,0.858317918,
1142,"Amite, MS",MISSISSIPPI,0.858309701,
1143,"Monongalia, WV",WESTVIRGINIA,0.858282556,
1144,"Sierra, CA",CALIFORNIA,0.858266109,
1145,"Yadkin, NC",NORTHCAROLINA,0.858254437,
1146,"Wayne, IN",INDIANA,0.858162942,
1147,"Brunswick, VA",VIRGINIA,0.858136343,
1148,"Middlesex, MA",MASSACHUSETTS,0.858135829,
1149,"Mercer, WV",WESTVIRGINIA,0.858041361,
1150,"Brule, SD",SOUTHDAKOTA,0.858012117,
1151,"RedRiver, TX",TEXAS,0.858009267,
1152,"Morgan, GA",GEORGIA,0.857986971,
1153,"Rogers, OK",OKLAHOMA,0.857980732,
1154,"Monroe, MS",MISSISSIPPI,0.857947377,
1155,"Ada, ID",IDAHO,0.85791327,
1156,"Delta, TX",TEXAS,0.857897578,
1157,"Burke, NC",NORTHCAROLINA,0.85788801,
1158,"Rankin, MS",MISSISSIPPI,0.857853602,
1159,"Chester, TN",TENNESSEE,0.857851286,
1160,"KingandQueen, VA",VIRGINIA,0.857842071,
1161,"Barbour, AL",ALABAMA,0.85783549,
1162,"WhitePine, NV",NEVADA,0.857805526,
1163,"Frederick, MD",MARYLAND,0.85765596,
1164,"Wilson, TN",TENNESSEE,0.857614588,
1165,"Chemung, NY",NEWYORK,0.85760614,
1166,"Montgomery, PA",PENNSYLVANIA,0.85755344,
1167,"Benton, MS",MISSISSIPPI,0.857536576,
1168,"Lee, IA",IOWA,0.857520703,
1169,"Benton, OR",OREGON,0.857518443,
1170,"Woodruff, AR",ARKANSAS,0.857508618,
1171,"Power, ID",IDAHO,0.857478793,
1172,"Josephine, OR",OREGON,0.857468199,
1173,"Saline, AR",ARKANSAS,0.857431879,
1174,"Decatur, TN",TENNESSEE,0.857395213,
1175,"Montgomery, MD",MARYLAND,0.857370658,
1176,"Barnstable, MA",MASSACHUSETTS,0.857171901,
1177,"Franklin, NY",NEWYORK,0.857152282,
1178,"Lewis, WA",WASHINGTON,0.857113035,
1179,"Jefferson, MS",MISSISSIPPI,0.85710968,
1180,"LittleRiver, AR",ARKANSAS,0.85709522,
1181,"Henry, TN",TENNESSEE,0.857073973,
1182,"Lamar, MS",MISSISSIPPI,0.857067237,
1183,"Logan, IL",ILLINOIS,0.857062415,
1184,"Dickens, TX",TEXAS,0.856926371,
1185,"St.Johns, FL",FLORIDA,0.856913422,
1186,"Benewah, ID",IDAHO,0.856872365,
1187,"Gem, ID",IDAHO,0.856844479,
1188,"Franklin, AL",ALABAMA,0.856792328,
1189,"Chautauqua, NY",NEWYORK,0.856789483,
1190,"Blanco, TX",TEXAS,0.856761667,
1191,"Gillespie, TX",TEXAS,0.856727815,
1192,"Newton, MS",MISSISSIPPI,0.856700207,
1193,"Haralson, GA",GEORGIA,0.856668556,
1194,"Henderson, NC",NORTHCAROLINA,0.856659473,
1195,"Polk, MO",MISSOURI,0.856625951,
1196,"Trinity, CA",CALIFORNIA,0.856622848,
1197,"Jones, NC",NORTHCAROLINA,0.856593061,
1198,"Washita, OK",OKLAHOMA,0.856567764,
1199,"Beaver, OK",OKLAHOMA,0.856558032,
1200,"Coosa, AL",ALABAMA,0.856322365,
1201,"Suffolk, NY",NEWYORK,0.856178414,
1202,"Erie, OH",OHIO,0.856162872,
1203,"Webster, MS",MISSISSIPPI,0.856106706,
1204,"Habersham, GA",GEORGIA,0.856092991,
1205,"Watonwan, MN",MINNESOTA,0.856092716,
1206,"Wheeler, GA",GEORGIA,0.856085873,
1207,"Hudspeth, TX",TEXAS,0.856069965,
1208,"Clarke, MS",MISSISSIPPI,0.856069802,
1209,"Carteret, NC",NORTHCAROLINA,0.856037353,
1210,"Poinsett, AR",ARKANSAS,0.856027378,
1211,"Polk, MN",MINNESOTA,0.855965609,
1212,"Young, TX",TEXAS,0.855945265,
1213,"Greeley, KS",KANSAS,0.85593339,
1214,"Jackson, TX",TEXAS,0.855927882,
1215,"CapeMay, NJ",NEWJERSEY,0.855863821,
1216,"Nevada, CA",CALIFORNIA,0.855804603,
1217,"Lake, MI",MICHIGAN,0.855801188,
1218,"Washington, CO",COLORADO,0.855785182,
1219,"Wise, TX",TEXAS,0.855777161,
1220,"Bergen, NJ",NEWJERSEY,0.855756531,
1221,"Boulder, CO",COLORADO,0.855725437,
1222,"Cocke, TN",TENNESSEE,0.855669882,
1223,"Yuma, CO",COLORADO,0.855658752,
1224,"Clinton, IA",IOWA,0.855629692,
1225,"Wilkinson, GA",GEORGIA,0.855619288,
1226,"Hamilton, TX",TEXAS,0.855583141,
1227,"Franklin, GA",GEORGIA,0.855575149,
1228,"Monmouth, NJ",NEWJERSEY,0.855574537,
1229,"White, AR",ARKANSAS,0.855545233,
1230,"Copiah, MS",MISSISSIPPI,0.855497799,
1231,"Fayette, GA",GEORGIA,0.855443836,
1232,"Polk, AR",ARKANSAS,0.855409787,
1233,"Phelps, MO",MISSOURI,0.855398088,
1234,"Citrus, FL",FLORIDA,0.855392629,
1235,"Hyde, NC",NORTHCAROLINA,0.855318713,
1236,"Rice, MN",MINNESOTA,0.855287374,
1237,"Calaveras, CA",CALIFORNIA,0.855284579,
1238,"Labette, KS",KANSAS,0.855278608,
1239,"Dawson, NE",NEBRASKA,0.855233339,
1240,"Holmes, FL",FLORIDA,0.855204714,
1241,"Stearns, MN",MINNESOTA,0.855115124,
1242,"Chambers, TX",TEXAS,0.855112024,
1243,"Howard, IN",INDIANA,0.855087457,
1244,"Jefferson, OK",OKLAHOMA,0.855082046,
1245,"Saline, MO",MISSOURI,0.855067559,
1246,"Sheridan, MT",MONTANA,0.855059553,
1247,"DuPage, IL",ILLINOIS,0.855057672,
1248,"Stone, MS",MISSISSIPPI,0.855049902,
1249,"Walsh, ND",NORTHDAKOTA,0.855006358,
1250,"Wood, TX",TEXAS,0.854995173,
1251,"Somervell, TX",TEXAS,0.85499051,
1252,"Grant, IN",INDIANA,0.854941945,
1253,"Reeves, TX",TEXAS,0.854915506,
1254,"Hardin, TN",TENNESSEE,0.854912243,
1255,"Ferry, WA",WASHINGTON,0.854903599,
1256,"Yoakum, TX",TEXAS,0.85484722,
1257,"Kemper, MS",MISSISSIPPI,0.854844447,
1258,"Adams, NE",NEBRASKA,0.854820997,
1259,"JimHogg, TX",TEXAS,0.854769419,
1260,"Hardeman, TX",TEXAS,0.854714244,
1261,"Charlotte, FL",FLORIDA,0.854636261,
1262,"Morgan, CO",COLORADO,0.854636044,
1263,"Missoula, MT",MONTANA,0.854587878,
1264,"Rutherford, NC",NORTHCAROLINA,0.854554368,
1265,"Beaver, PA",PENNSYLVANIA,0.854552143,
1266,"Brunswick, NC",NORTHCAROLINA,0.854528449,
1267,"Coos, OR",OREGON,0.85450248,
1268,"Dixie, FL",FLORIDA,0.854459938,
1269,"Morgan, IL",ILLINOIS,0.854396553,
1270,"Madison, NE",NEBRASKA,0.854343766,
1271,"Atchison, KS",KANSAS,0.854329622,
1272,"Stokes, NC",NORTHCAROLINA,0.854323207,
1273,"Randolph, NC",NORTHCAROLINA,0.854289929,
1274,"Hillsborough, NH",NEWHAMPSHIRE,0.854262606,
1275,"Wilcox, AL",ALABAMA,0.854219433,
1276,"Carroll, AR",ARKANSAS,0.854213318,
1277,"Tooele, UT",UTAH,0.854205262,
1278,"Coles, IL",ILLINOIS,0.854184004,
1279,"Catron, NM",NEWMEXICO,0.854169213,
1280,"Bertie, NC",NORTHCAROLINA,0.854146517,
1281,"McMinn, TN",TENNESSEE,0.85411259,
1282,"Davison, SD",SOUTHDAKOTA,0.854000631,
1283,"Gates, NC",NORTHCAROLINA,0.853978198,
1284,"Colfax, NE",NEBRASKA,0.85395081,
1285,"Trumbull, OH",OHIO,0.853874361,
1286,"Nassau, NY",NEWYORK,0.853868697,
1287,"McClain, OK",OKLAHOMA,0.853851604,
1288,"Bay, MI",MICHIGAN,0.853813278,
1289,"Hart, GA",GEORGIA,0.853807378,
1290,"Logan, OK",OKLAHOMA,0.853785965,
1291,"Moody, SD",SOUTHDAKOTA,0.853764995,
1292,"Quitman, MS",MISSISSIPPI,0.853688601,
1293,"Washington, IA",IOWA,0.853648926,
1294,"Blount, TN",TENNESSEE,0.853641273,
1295,"MilleLacs, MN",MINNESOTA,0.853639178,
1296,"Lincoln, OK",OKLAHOMA,0.85362785,
1297,"Delta, CO",COLORADO,0.853621569,
1298,"Dickson, TN",TENNESSEE,0.853621309,
1299,"Gilmer, GA",GEORGIA,0.85361439,
1300,"Johnston, OK",OKLAHOMA,0.853598863,
1301,"Ward, ND",NORTHDAKOTA,0.853510425,
1302,"Atoka, OK",OKLAHOMA,0.85346564,
1303,"BlueEarth, MN",MINNESOTA,0.853464927,
1304,"Crook, OR",OREGON,0.853414701,
1305,"Franklin, MA",MASSACHUSETTS,0.853375108,
1306,"SilverBow, MT",MONTANA,0.853337505,
1307,"Hamilton, IA",IOWA,0.853316034,
1308,"Bartholomew, IN",INDIANA,0.8533032,
1309,"Lincoln, CO",COLORADO,0.853229466,
1310,"VanZandt, TX",TEXAS,0.853208126,
1311,"Ocean, NJ",NEWJERSEY,0.853186285,
1312,"Wilkes, NC",NORTHCAROLINA,0.853138788,
1313,"Culberson, TX",TEXAS,0.853131808,
1314,"Moffat, CO",COLORADO,0.853087224,
1315,"Cherokee, AL",ALABAMA,0.853067194,
1316,"Island, WA",WASHINGTON,0.853059297,
1317,"Randolph, WV",WESTVIRGINIA,0.853056377,
1318,"LaSalle, TX",TEXAS,0.853044111,
1319,"Ness, KS",KANSAS,0.853010032,
1320,"Telfair, GA",GEORGIA,0.852999633,
1321,"Clay, SD",SOUTHDAKOTA,0.852968936,
1322,"Isabella, MI",MICHIGAN,0.852875309,
1323,"Evans, GA",GEORGIA,0.852875028,
1324,"Choctaw, AL",ALABAMA,0.852825078,
1325,"CharlesCity, VA",VIRGINIA,0.852822023,
1326,"Real, TX",TEXAS,0.852808431,
1327,"Northumberland, VA",VIRGINIA,0.85279646,
1328,"Saline, IL",ILLINOIS,0.852792008,
1329,"Calhoun, AR",ARKANSAS,0.852789876,
1330,"Rains, TX",TEXAS,0.852782952,
1331,"Williams, ND",NORTHDAKOTA,0.852724966,
1332,"Treutlen, GA",GEORGIA,0.852706331,
1333,"Gloucester, NJ",NEWJERSEY,0.852676414,
1334,"SantaRosa, FL",FLORIDA,0.852653723,
1335,"Whiteside, IL",ILLINOIS,0.85263348,
1336,"Kittitas, WA",WASHINGTON,0.852628934,
1337,"Albany, WY",WYOMING,0.852620968,
1338,"Eagle, CO",COLORADO,0.852618895,
1339,"Millard, UT",UTAH,0.852583076,
1340,"Johnson, IL",ILLINOIS,0.852550383,
1341,"St.Mary's, MD",MARYLAND,0.852539817,
1342,"Mason, TX",TEXAS,0.852522189,
1343,"Sharkey, MS",MISSISSIPPI,0.852509982,
1344,"Norfolk, MA",MASSACHUSETTS,0.85250411,
1345,"Johnson, AR",ARKANSAS,0.852483826,
1346,"Davie, NC",NORTHCAROLINA,0.8524826,
1347,"Karnes, TX",TEXAS,0.852480445,
1348,"Jefferson, IA",IOWA,0.852473812,
1349,"Eaton, MI",MICHIGAN,0.852464238,
1350,"Ramsey, ND",NORTHDAKOTA,0.85245195,
1351,"Logan, KS",KANSAS,0.85241893,
1352,"McDonald, MO",MISSOURI,0.852374612,
1353,"Redwood, MN",MINNESOTA,0.852367646,
1354,"Baraga, MI",MICHIGAN,0.852335145,
1355,"Latimer, OK",OKLAHOMA,0.852328967,
1356,"Burleigh, ND",NORTHDAKOTA,0.852314574,
1357,"Amherst, VA",VIRGINIA,0.852313925,
1358,"Gilchrist, FL",FLORIDA,0.852268652,
1359,"Fayette, AL",ALABAMA,0.85224648,
1360,"Ziebach, SD",SOUTHDAKOTA,0.852193493,
1361,"Concho, TX",TEXAS,0.852154022,
1362,"Rice, KS",KANSAS,0.852116919,
1363,"Franklin, TN",TENNESSEE,0.852110288,
1364,"Deschutes, OR",OREGON,0.852019243,
1365,"Bosque, TX",TEXAS,0.851898283,
1366,"Mono, CA",CALIFORNIA,0.851896217,
1367,"Morgan, TN",TENNESSEE,0.85189509,
1368,"Newton, TX",TEXAS,0.851886307,
1369,"Newaygo, MI",MICHIGAN,0.851886304,
1370,"Valley, MT",MONTANA,0.851821928,
1371,"Barber, KS",KANSAS,0.851805864,
1372,"RogerMills, OK",OKLAHOMA,0.851771284,
1373,"Mora, NM",NEWMEXICO,0.851723488,
1374,"Columbia, NY",NEWYORK,0.851713618,
1375,"Ford, IL",ILLINOIS,0.851608047,
1376,"Baylor, TX",TEXAS,0.851576038,
1377,"Phillips, MT",MONTANA,0.851540969,
1378,"Calhoun, MS",MISSISSIPPI,0.851538463,
1379,"Alpine, CA",CALIFORNIA,0.85152912,
1380,"Kendall, TX",TEXAS,0.851510223,
1381,"Crawford, IA",IOWA,0.851506423,
1382,"Perry, IL",ILLINOIS,0.851499977,
1383,"Kootenai, ID",IDAHO,0.85148216,
1384,"Duchesne, UT",UTAH,0.851475653,
1385,"Linn, IA",IOWA,0.851418958,
1386,"Washakie, WY",WYOMING,0.851381684,
1387,"Lincoln, NE",NEBRASKA,0.851374478,
1388,"Kenton, KY",KENTUCKY,0.851372312,
1389,"Daviess, KY",KENTUCKY,0.851356942,
1390,"Columbia, GA",GEORGIA,0.851350954,
1391,"Taliaferro, GA",GEORGIA,0.851347286,
1392,"Union, PA",PENNSYLVANIA,0.8513342,
1393,"Henry, MO",MISSOURI,0.851262495,
1394,"Cass, IN",INDIANA,0.851258858,
1395,"Greene, NY",NEWYORK,0.851252337,
1396,"Dixon, NE",NEBRASKA,0.851211836,
1397,"Richland, OH",OHIO,0.851209823,
1398,"Chippewa, MN",MINNESOTA,0.851069451,
1399,"Lipscomb, TX",TEXAS,0.851067645,
1400,"Pawnee, KS",KANSAS,0.851037041,
1401,"Lincoln, NC",NORTHCAROLINA,0.851007137,
1402,"Middlesex, VA",VIRGINIA,0.850821901,
1403,"Carroll, MS",MISSISSIPPI,0.85079474,
1404,"Forest, WI",WISCONSIN,0.850765863,
1405,"Cass, IL",ILLINOIS,0.85071936,
1406,"Russell, KS",KANSAS,0.850715236,
1407,"Adams, IL",ILLINOIS,0.850626665,
1408,"Schleicher, TX",TEXAS,0.850602921,
1409,"St.Clair, AL",ALABAMA,0.850602618,
1410,"Tompkins, NY",NEWYORK,0.850561137,
1411,"Marion, MO",MISSOURI,0.850538594,
1412,"Columbia, WA",WASHINGTON,0.850518191,
1413,"Lawrence, TN",TENNESSEE,0.850512563,
1414,"McKenzie, ND",NORTHDAKOTA,0.850465201,
1415,"McDonough, IL",ILLINOIS,0.850372645,
1416,"Klickitat, WA",WASHINGTON,0.850344174,
1417,"Dewey, SD",SOUTHDAKOTA,0.850301807,
1418,"Kingfisher, OK",OKLAHOMA,0.850282142,
1419,"Lincoln, AR",ARKANSAS,0.850278268,
1420,"Rabun, GA",GEORGIA,0.850259425,
1421,"Vernon, MO",MISSOURI,0.850252005,
1422,"Story, IA",IOWA,0.850185949,
1423,"Rolette, ND",NORTHDAKOTA,0.850175467,
1424,"Preston, WV",WESTVIRGINIA,0.850113532,
1425,"Licking, OH",OHIO,0.850112075,
1426,"Greene, TN",TENNESSEE,0.850057155,
1427,"SantaClara, CA",CALIFORNIA,0.850041154,
1428,"Morgan, MO",MISSOURI,0.849994495,
1429,"Brown, KS",KANSAS,0.849982461,
1430,"Thomas, KS",KANSAS,0.849961383,
1431,"Pacific, WA",WASHINGTON,0.849843835,
1432,"Blount, AL",ALABAMA,0.849827646,
1433,"Brown, SD",SOUTHDAKOTA,0.849826298,
1434,"Crockett, TX",TEXAS,0.849769159,
1435,"Scott, MS",MISSISSIPPI,0.849763228,
1436,"Claiborne, TN",TENNESSEE,0.849684194,
1437,"Anderson, TN",TENNESSEE,0.849630021,
1438,"St.Louis, MN",MINNESOTA,0.849590252,
1439,"Covington, MS",MISSISSIPPI,0.849551571,
1440,"Whitman, WA",WASHINGTON,0.849529297,
1441,"Clearfield, PA",PENNSYLVANIA,0.849496918,
1442,"Natrona, WY",WYOMING,0.849478935,
1443,"Lumpkin, GA",GEORGIA,0.849435303,
1444,"Dakota, MN",MINNESOTA,0.849377225,
1445,"Montgomery, IL",ILLINOIS,0.849367882,
1446,"Loudon, TN",TENNESSEE,0.849361845,
1447,"PearlRiver, MS",MISSISSIPPI,0.849339076,
1448,"Hampshire, WV",WESTVIRGINIA,0.849296534,
1449,"Carbon, PA",PENNSYLVANIA,0.84929128,
1450,"Prairie, AR",ARKANSAS,0.849269619,
1451,"Marshall, AL",ALABAMA,0.849240647,
1452,"Callaway, MO",MISSOURI,0.849211509,
1453,"Morrow, OR",OREGON,0.849178572,
1454,"Centre, PA",PENNSYLVANIA,0.849175586,
1455,"Wayne, TN",TENNESSEE,0.849148583,
1456,"Harper, OK",OKLAHOMA,0.849103605,
1457,"Roberts, TX",TEXAS,0.84909952,
1458,"KingWilliam, VA",VIRGINIA,0.849023175,
1459,"Bureau, IL",ILLINOIS,0.848973077,
1460,"Rich, UT",UTAH,0.848913144,
1461,"Appomattox, VA",VIRGINIA,0.848882586,
1462,"Gunnison, CO",COLORADO,0.848861905,
1463,"Elkhart, IN",INDIANA,0.848837207,
1464,"Gratiot, MI",MICHIGAN,0.848828402,
1465,"Cumberland, TN",TENNESSEE,0.848821892,
1466,"Beaver, UT",UTAH,0.848803614,
1467,"Stanton, KS",KANSAS,0.848767828,
1468,"Louisa, VA",VIRGINIA,0.84876248,
1469,"Adair, MO",MISSOURI,0.84869974,
1470,"Indiana, PA",PENNSYLVANIA,0.848673436,
1471,"Johnson, NE",NEBRASKA,0.84866784,
1472,"Giles, TN",TENNESSEE,0.848644163,
1473,"Roanoke, VA",VIRGINIA,0.848623393,
1474,"Emmet, IA",IOWA,0.848611761,
1475,"Effingham, GA",GEORGIA,0.848602928,
1476,"Grand, UT",UTAH,0.848589974,
1477,"Clay, MO",MISSOURI,0.848588358,
1478,"Forest, PA",PENNSYLVANIA,0.848579521,
1479,"Major, OK",OKLAHOMA,0.848578549,
1480,"Clinton, IN",INDIANA,0.848556252,
1481,"Clay, MN",MINNESOTA,0.848548342,
1482,"St.Francois, MO",MISSOURI,0.84854785,
1483,"Washington, ID",IDAHO,0.848528055,
1484,"IsleofWight, VA",VIRGINIA,0.848490481,
1485,"Bourbon, KS",KANSAS,0.848440916,
1486,"Hood, TX",TEXAS,0.848402946,
1487,"Graves, KY",KENTUCKY,0.848318307,
1488,"Porter, IN",INDIANA,0.848302112,
1489,"LewisandClark, MT",MONTANA,0.848298359,
1490,"Hickman, TN",TENNESSEE,0.848276221,
1491,"Linn, OR",OREGON,0.848270386,
1492,"Iron, WI",WISCONSIN,0.848252325,
1493,"Lenawee, MI",MICHIGAN,0.848217557,
1494,"Windham, CT",CONNECTICUT,0.848199225,
1495,"Pike, PA",PENNSYLVANIA,0.848188693,
1496,"Wilkinson, MS",MISSISSIPPI,0.848157403,
1497,"Iron, MO",MISSOURI,0.848129005,
1498,"Marin, CA",CALIFORNIA,0.84810088,
1499,"Banks, GA",GEORGIA,0.848087595,
1500,"Butler, KS",KANSAS,0.848059695,
1501,"Stephenson, IL",ILLINOIS,0.847987034,
1502,"Buffalo, NE",NEBRASKA,0.847960363,
1503,"Olmsted, MN",MINNESOTA,0.847927443,
1504,"Johnson, KS",KANSAS,0.847914165,
1505,"Sumner, KS",KANSAS,0.847893514,
1506,"JeffersonDavis, MS",MISSISSIPPI,0.847880256,
1507,"Bates, MO",MISSOURI,0.847836133,
1508,"Marion, IL",ILLINOIS,0.84781159,
1509,"Johnson, MO",MISSOURI,0.847727005,
1510,"Newport, RI",RHODEISLAND,0.847724152,
1511,"Teton, WY",WYOMING,0.847688295,
1512,"BigHorn, WY",WYOMING,0.847663993,
1513,"Baca, CO",COLORADO,0.847613821,
1514,"Caldwell, NC",NORTHCAROLINA,0.847597261,
1515,"Lincoln, TN",TENNESSEE,0.847564191,
1516,"Dakota, NE",NEBRASKA,0.847546269,
1517,"Mercer, PA",PENNSYLVANIA,0.847531546,
1518,"Johnson, TN",TENNESSEE,0.847527037,
1519,"Cleveland, AR",ARKANSAS,0.847494048,
1520,"Jefferson, TN",TENNESSEE,0.847460823,
1521,"Jessamine, KY",KENTUCKY,0.84742601,
1522,"Clackamas, OR",OREGON,0.847383553,
1523,"Sanpete, UT",UTAH,0.847383065,
1524,"Greene, OH",OHIO,0.847368058,
1525,"Wright, IA",IOWA,0.847359009,
1526,"Fulton, KY",KENTUCKY,0.847338285,
1527,"Presidio, TX",TEXAS,0.847295798,
1528,"Fairfield, OH",OHIO,0.847250933,
1529,"Cherokee, GA",GEORGIA,0.847246496,
1530,"Shelby, KY",KENTUCKY,0.847246087,
1531,"NezPerce, ID",IDAHO,0.847213268,
1532,"Park, WY",WYOMING,0.847163518,
1533,"Marion, WV",WESTVIRGINIA,0.847097895,
1534,"SanMateo, CA",CALIFORNIA,0.847078517,
1535,"Freeborn, MN",MINNESOTA,0.847077243,
1536,"Dooly, GA",GEORGIA,0.847050296,
1537,"Rawlins, KS",KANSAS,0.847045013,
1538,"Floyd, IN",INDIANA,0.847043362,
1539,"Union, KY",KENTUCKY,0.847040594,
1540,"Flathead, MT",MONTANA,0.847029267,
1541,"LaCrosse, WI",WISCONSIN,0.846939818,
1542,"Lawrence, MS",MISSISSIPPI,0.846938667,
1543,"Ellsworth, KS",KANSAS,0.84689067,
1544,"Rhea, TN",TENNESSEE,0.84688104,
1545,"Liberty, FL",FLORIDA,0.846839764,
1546,"Gilmer, WV",WESTVIRGINIA,0.846823594,
1547,"Noxubee, MS",MISSISSIPPI,0.846823496,
1548,"Cambria, PA",PENNSYLVANIA,0.846787991,
1549,"Taylor, KY",KENTUCKY,0.846752942,
1550,"Asotin, WA",WASHINGTON,0.846700547,
1551,"Johnson, IN",INDIANA,0.84661621,
1552,"Houston, TN",TENNESSEE,0.84657935,
1553,"Chester, PA",PENNSYLVANIA,0.846578808,
1554,"Mason, MI",MICHIGAN,0.846556299,
1555,"Lewis, TN",TENNESSEE,0.846547087,
1556,"Bandera, TX",TEXAS,0.846509668,
1557,"Leon, TX",TEXAS,0.846474108,
1558,"Dodge, NE",NEBRASKA,0.846385846,
1559,"Tripp, SD",SOUTHDAKOTA,0.846344388,
1560,"Bourbon, KY",KENTUCKY,0.846326425,
1561,"Fayette, PA",PENNSYLVANIA,0.846284297,
1562,"Randolph, MO",MISSOURI,0.846279313,
1563,"Stevens, MN",MINNESOTA,0.846243998,
1564,"Warren, MO",MISSOURI,0.846242846,
1565,"Haywood, NC",NORTHCAROLINA,0.846197029,
1566,"HotSpring, AR",ARKANSAS,0.846173009,
1567,"Dukes, MA",MASSACHUSETTS,0.846097832,
1568,"Cattaraugus, NY",NEWYORK,0.84609636,
1569,"Sequatchie, TN",TENNESSEE,0.846044767,
1570,"Dare, NC",NORTHCAROLINA,0.846042663,
1571,"Motley, TX",TEXAS,0.8460223,
1572,"Transylvania, NC",NORTHCAROLINA,0.845975495,
1573,"Polk, NC",NORTHCAROLINA,0.845956586,
1574,"Fayette, WV",WESTVIRGINIA,0.845917931,
1575,"Huntingdon, PA",PENNSYLVANIA,0.845915197,
1576,"Douglas, NV",NEVADA,0.845887456,
1577,"Cooper, MO",MISSOURI,0.845884042,
1578,"Phillips, CO",COLORADO,0.845872797,
1579,"Macon, TN",TENNESSEE,0.845859003,
1580,"Jackson, KS",KANSAS,0.845846155,
1581,"Todd, KY",KENTUCKY,0.845836116,
1582,"Nantucket, MA",MASSACHUSETTS,0.84580642,
1583,"Union, IL",ILLINOIS,0.845712471,
1584,"Wood, WV",WESTVIRGINIA,0.845674265,
1585,"JeffDavis, TX",TEXAS,0.845658879,
1586,"Mason, KY",KENTUCKY,0.845634624,
1587,"Neosho, KS",KANSAS,0.84562569,
1588,"Boone, AR",ARKANSAS,0.845615868,
1589,"PendOreille, WA",WASHINGTON,0.845598002,
1590,"Hopkins, KY",KENTUCKY,0.845590809,
1591,"Yalobusha, MS",MISSISSIPPI,0.845543734,
1592,"Talbot, GA",GEORGIA,0.845537906,
1593,"Macon, NC",NORTHCAROLINA,0.845515171,
